Question,Class,Head,Head_POS,Neck_Label,Root_POS,PER,LOC,OBJ,TEM,NUM
What TV family sometimes buys eclairs from Nelson's Bakery ?,HUM,What,WDT,nc,VBZ,0,1,0,0,0
What enigmatic U.S. vice president was once tried and acquitted for treason in a plot to set up his own independent empire in the West ?,HUM,What,WDT,np,VBN,0,1,0,0,0
Who was Charles Lindbergh's wife ?,HUM,Who,WP,ROOT,VBD,1,0,0,0,0
Who sings Angel Eyes from the 80's ?,HUM,Who,WP,ROOT,VBZ,1,0,0,0,0
What information can you tell me about actor James Cromwell ?,HUM,What,WDT,nc,VB,1,0,0,0,0
What dumb-but-loveable character did Maurice Gosfield play on The Phil Silvers Show ?,HUM,What,WDT,np,NN,1,0,1,0,0
What was called the world's largest department store ?,HUM,What,WP,auxpass,VBN,0,0,0,0,0
What was the nickname of German flying ace Manfred von Richthofen ?,HUM,What,WP,ROOT,NNP,1,0,0,0,0
Who wrote ' Hamlet ' ?,HUM,Who,WP,ROOT,VBD,0,0,1,0,0
What pseudonym did William Sydney Porter use in writing The Gift of the Magi ?,HUM,What,WDT,np,NN,1,0,1,0,0
What is the last name of Lucy and Linus from the Peanut's comic strip ?,HUM,What,WP,ROOT,VBZ,1,1,0,0,0
What cheery fellow got the ZIP code 9971 from the U.S. Postal Service in 1963 ?,HUM,What,WDT,np,VBD,0,1,0,1,0
Name Pittsburgh's baseball team .,HUM,Name,NNP,poss,NN,0,1,0,0,0
Who was the Russian ambassador to Hungary during the 1956 uprising ?,HUM,Who,WP,ROOT,VBD,1,1,0,1,0
Who holds the NFL record for most touchdowns in a season ?,HUM,Who,WP,ROOT,VBZ,0,1,0,0,0
Who is Shirley MacLaine ?,HUM,Who,WP,ROOT,VBZ,1,0,0,0,0
What business exports the sparkling wine Spumante ?,HUM,What,WDT,nc,VBZ,1,0,0,0,0
Who wrote ' The Pines of Rome ' ?,HUM,Who,WP,ROOT,VBD,0,0,1,0,0
What was the first U.S.-based team in the NHL ?,HUM,What,WP,ROOT,VBD,0,1,0,0,1
Who leads the star ship Enterprise in Star Trek ?,HUM,Who,WP,ROOT,VBZ,0,0,0,0,0
Who won World War II ?,HUM,Who,WP,ROOT,VBD,0,0,1,0,0
Who was Garrett Morgan married to ?,HUM,Who,WP,ROOT,VBD,1,0,0,0,0
What was the name of Darth Vader's son ?,HUM,What,WP,ROOT,VBD,1,0,0,0,0
Who is Ishmael in Moby Dick ?,HUM,Who,WP,ROOT,VBZ,1,0,0,0,0
Name the two blob members of the animated Herculoids .,HUM,Name,VB,np,VB,0,0,1,0,1
What well-known TV talk show host was a lay preacher by the time he was seventeen ?,HUM,What,WDT,np,VBD,0,0,0,0,0
What one of the Backstreet Boys are single ?,HUM,What,WP,np,VBP,0,0,0,0,0
What Civil War general wreaked havoc on the south by marching through Georgia on his way to the sea ?,HUM,What,WP,nc,VBD,0,1,1,0,0
Who was the conservationist who served as spokesperson for Post Grape Nuts ?,HUM,Who,WP,ROOT,VBD,0,1,0,0,0
What suburban housewife and mother of three wrote The Feminine Mystique ?,HUM,What,WDT,np,VBD,0,1,0,0,1
Who was Whitcomb Judson ?,HUM,Who,WP,ROOT,VBD,1,0,0,0,0
Name a canine cartoon character other than Huckleberry Hound to have a voice by Daws Butler .,HUM,Name,VB,np,VB,1,1,0,0,0
Who shoplifts ?,HUM,Who,WP,ROOT,NNS,0,0,0,0,0
Which two inventors invented Post-its ?,HUM,Which,WDT,np,VBD,0,1,0,0,1
Whose image is alleged to be on The Shroud of Turin ?,HUM,Whose,WP$,np,VBN,0,1,0,0,0
What U.S. general was court-martialled for criticizing American air power ?,HUM,What,WP,nc,VBN,1,1,0,0,0
Who said : '' The victor will never be asked if he told the truth '' ?,HUM,Who,WP,ROOT,VBD,0,0,0,0,0
Who is Langston Hughes ?,HUM,Who,WP,ROOT,VBZ,1,0,0,0,0
Saddam Hussein was compared to whom by President Bush ?,HUM,Saddam,NNP,np,VBN,1,0,0,0,0
What jockey won 17 Triple Crown races ?,HUM,What,WDT,np,VBD,0,1,0,0,1
Who seized power from Milton Obote in 1971 ?,HUM,Who,WP,ROOT,VBD,0,1,0,1,0
What well-known actor is the father of star Alan Alda ?,HUM,What,WDT,np,VBZ,1,0,0,0,0
What little boy and dog live in a shoe ?,HUM,What,WP,np,VBP,0,0,0,0,0
What was Marilyn Monroe's real name ?,HUM,What,WP,ROOT,VBD,1,0,0,0,0
What father and son won the Medal of Honor ?,HUM,What,WDT,np,VBD,0,0,0,0,0
Which high schools are included in the South Florida Ice Hockey league ?,HUM,Which,WDT,np,VBN,0,1,0,0,0
Who is the Prophet of Medina ?,HUM,Who,WP,ROOT,VBZ,0,1,0,0,0
What is the name of the woman who was with John Belushi when he died ?,HUM,What,WP,ROOT,VBZ,1,0,0,0,0
What is her husband's name ?,HUM,What,WP,ROOT,VBZ,0,0,0,0,0
Which of the following did not receive a 1983 '' Outstanding Mother Award '' from the National Mother's Day Committee ?,HUM,Which,WDT,prep,VB,0,1,1,1,0
What Dynasty star made her 2th Century-Fox debut in The Virgin Queen ?,HUM,What,WP,nc,VBD,0,1,0,0,1
What actress holds the record for the most appearances on the cover of Life ?,HUM,What,WDT,np,VBZ,0,0,0,0,0
What U.S. President had brothers-in-law in the Confederate army ?,HUM,What,WP,nc,VBD,1,1,0,0,0
Who is the Queen of Holland ?,HUM,Who,WP,ROOT,VBZ,0,1,0,0,0
What actor learned to play the saxophone and speak Russian for a role in a movie ?,HUM,What,WDT,np,VBD,1,0,0,0,0
Who was Secretary of State during the Nixon administration ?,HUM,Who,WP,ROOT,VBD,1,1,0,0,0
Who is Johnny Carson ?,HUM,Who,WP,ROOT,VBZ,1,0,0,0,0
What attorneys work for The Center for the Defense of Free Enterprise ?,HUM,What,WP,np,VBP,0,1,0,0,0
What U.S. university boasts the largest library ?,HUM,What,WP,nc,VBZ,0,1,0,0,0
Which classical Spanish writer said '' All that glitters is not gold '' ?,HUM,Which,WDT,np,VBD,1,0,0,0,0
Which organization is the Security Council a part of ?,HUM,Which,WDT,np,VBZ,0,1,0,0,0
Who painted '' Soft Self-Portrait with Grilled Bacon '' ?,HUM,Who,WP,ROOT,VBD,0,0,0,0,0
What company markets a shampoo '' for brunettes only '' ?,HUM,What,WDT,np,VBZ,0,0,0,0,0
Who killed Caesar ?,HUM,Who,WP,ROOT,VBD,1,0,0,0,0
Who is Count Cinzano ?,HUM,Who,WP,ROOT,VBZ,0,0,0,0,0
Who's won the most Oscars for costume design ?,HUM,Who,WP,auxpass,VBD,0,0,0,0,0
Who wrote The Red Badge of Courage ?,HUM,Who,WP,ROOT,VBD,0,1,0,0,0
What British monarch's lap did P.T. Barnum's Tom Thumb sit in ?,HUM,What,WDT,np,VBP,1,0,0,0,0
Who invented the road traffic cone ?,HUM,Who,WP,ROOT,VBD,0,0,0,0,0
What is the name of Joan Jett's band ?,HUM,What,WP,ROOT,VBZ,1,0,0,0,0
Which of the following people is not associated with Andy Warhol ?,HUM,Which,WDT,prep,VBN,1,0,0,0,0
What civilization invented the arch ?,HUM,What,WDT,np,VBD,0,0,0,0,0
What is an example of a famous rock band from the sixties ?,HUM,What,WP,ROOT,VBZ,0,0,0,1,0
What president's ghost is said to haunt the White House ?,HUM,What,WDT,np,VBN,0,1,0,0,0
What are the names of Jack's original roommates on Three's Company ?,HUM,What,WP,ROOT,VBP,1,1,0,0,0
Who won the Battle of Gettysburg ?,HUM,Who,WP,ROOT,VBD,0,0,0,0,0
Name the two youngsters saved by the animated Moby Dick .,HUM,Name,VB,np,VB,1,0,0,0,1
Who is Stephen Hawking ?,HUM,Who,WP,ROOT,VBZ,1,0,0,0,0
The name of the actor who played the detective in the film Kindergarden Cop is what ?,HUM,The,DT,np,VBZ,0,0,0,0,0
What actor came to dinner in Guess Who's Coming to Dinner ?,HUM,What,WDT,np,VBG,0,0,0,0,0
What engineer invented the pull-tab can ?,HUM,What,WDT,np,VBD,0,0,0,0,0
Which college did Dikembe Mutombo attend ?,HUM,Which,WDT,np,VB,1,0,0,0,0
Who was the first actress to appear on a postage stamp ?,HUM,Who,WP,ROOT,VBD,0,0,0,0,1
Who was the first black woman to star in the Folies Bergeres ?,HUM,Who,WP,ROOT,VBD,0,1,0,0,0
What bottled-up TV character was born in Baghdad ?,HUM,What,WP,np,VBN,0,1,0,0,0
Who asked the musical question : '' Have you ever been to electric lady land ? '',HUM,Who,WP,ROOT,VBD,0,0,0,0,0
Who wrote : '' Poems are made by fools like me but only God can make a tree '' ?,HUM,Who,WP,ROOT,VBD,0,0,0,0,0
Who invented the Wonderbra ?,HUM,Who,WP,ROOT,VBD,0,0,0,0,0
Who owns the St. Louis Rams ?,HUM,Who,WP,ROOT,VBZ,0,1,0,0,0
What Texas surgeon performed the first artificial heart transplant ?,HUM,What,WP,nc,VBD,0,1,0,0,1
Who made the most appearances in the center square on Hollywood Squares ?,HUM,Who,WP,ROOT,VBD,0,1,0,0,0
What store claims to be the world's largest department store ?,HUM,What,WDT,np,VBZ,0,0,0,0,0
What '' marvelous '' major-league baseball player is now a spokesman for a beer company ?,HUM,What,WP,np,VBZ,0,0,0,0,0
Who said '' the only thing we have to fear is fear itself '' ?,HUM,Who,WP,ROOT,VBD,0,0,0,0,0
Who is the sexiest women in the world ?,HUM,Who,WP,ROOT,VBZ,0,0,0,0,0
Who was the supreme god of Germanic religion ?,HUM,Who,WP,ROOT,VBD,1,0,0,0,0
Who's played the most games for the New York Yankees ?,HUM,Who,WP,auxpass,VBN,0,1,0,0,0
What is the name of the Indian who became prime minister by beating Mrs. Gandhi in the 1977 election ?,HUM,What,WP,ROOT,VBZ,1,0,0,1,0
What Chilean president was killed in a 1973 coup d 'etat ?,HUM,What,WP,np,VBN,1,0,0,1,0
Name the first Russian astronaut to do a spacewalk .,HUM,Name,VB,np,VB,1,0,0,0,1
What are the first names of the famous husband-and-wife acting team of Lunt and Fontanne ?,HUM,What,WP,ROOT,VBP,1,0,0,0,1
What cable network bills itself as '' the family entertainer '' ?,HUM,What,WDT,nc,NNS,0,0,0,0,0
Who won the Superbowl in ?,HUM,Who,WP,ROOT,VBD,0,0,0,0,0
What Hungarian cardinal was first a state prisoner and then a refugee in the U.S. embassy 1956-1971 ?,HUM,What,WP,np,VBD,1,1,0,1,1
Who directed Citizen Kane ?,HUM,Who,WP,ROOT,VBD,1,0,0,0,0
What is the nickname of the famous flyer who mistakenly flew to Ireland instead of to Los Angeles ?,HUM,What,WP,ROOT,VBZ,0,1,0,0,0
What high school does Archie attend ?,HUM,What,WDT,np,VB,0,1,0,0,0
What television network flogged its sports programming on Inga Nielsen's body in 197 ?,HUM,What,WDT,nc,VBD,1,0,0,0,1
What Italian leader had a lifelong fear of the evil eye ?,HUM,What,WP,np,VBD,1,0,0,0,0
Who said : '' What contemptible scoundrel stole the cork from my lunch ? '',HUM,Who,WP,ROOT,VBD,0,0,0,0,0
What president kissed the Queen Mother on the lips ?,HUM,What,WDT,np,VBD,0,0,0,0,0
What was Al Capone's nickname ?,HUM,What,WP,ROOT,VBD,1,0,0,0,0
Who was the author of the famous fairy tale '' Snow White and Seven Dwarfs '' ?,HUM,Who,WP,ROOT,NNP,1,0,0,0,1
Who is behind the name of the Harvey Wallbanger drink ?,HUM,Who,WP,ROOT,VBZ,1,0,0,0,0
What South African producer had a 1988 profit of $836 million ?,HUM,What,WP,np,VBD,1,0,0,1,1
What American actress was the first to be called a '' vamp '' ?,HUM,What,WP,np,VBD,1,0,0,0,1
What card company sells Christmas ornaments ?,HUM,What,WDT,nc,VBZ,0,0,0,1,0
Who is the premier of China ?,HUM,Who,WP,ROOT,VBZ,0,1,0,0,0
What cigar-chewing comedian observed : '' You 're only as old as the woman you feel '' ?,HUM,What,WDT,np,VBD,0,0,0,0,0
What bread company used to feature stickers of the Cisco Kid on the ends of their packages ?,HUM,What,WDT,nc,VBD,0,0,0,0,0
Who was the president of Vichy France ?,HUM,Who,WP,ROOT,VBD,0,1,0,0,0
Whose kidnaping was termed The Crime of the Century ?,HUM,Whose,WP$,np,VBN,0,0,1,0,0
What group asked the musical question Do You Believe in Magic ?,HUM,What,WDT,np,VBD,0,1,0,0,0
What buxom blonde appeared on the cover of more than 5 magazines ?,HUM,What,WP,np,VBD,0,0,0,0,1
Who first broke the sound barrier ?,HUM,Who,WP,advmod,VBD,0,0,0,0,1
What role do fruits play in the survival of plants ?,HUM,What,WDT,np,VB,0,0,0,0,0
What Pulitzer Prize-winning novelist ran for mayor of New York City ?,HUM,What,WP,nc,VBD,0,1,1,0,0
Who was Scrooge's dead partner in Dickens's A Christmas Carol ?,HUM,Who,WP,ROOT,VBD,1,0,1,0,0
Who recorded the 1957 hit Tammy ?,HUM,Who,WP,ROOT,VBD,1,0,0,1,0
Who is Mia Farrow's mother ?,HUM,Who,WP,ROOT,VBZ,1,0,0,0,0
What baseball player was walked the most times ?,HUM,What,WDT,nc,VBN,0,0,0,0,0
What famous male vocalist has the same name as the composer of the opera Hansel and Gretel ?,HUM,What,WDT,np,VBZ,0,1,0,0,0
Who was the only president to serve two nonconsecutive terms ?,HUM,Who,WP,ROOT,VBD,0,0,0,0,1
What labor leader was last seen in the parking lot of a Michigan restaurant ?,HUM,What,WDT,nc,VBN,0,1,0,0,0
Who reports the weather on the '' Good Morning America '' television show ?,HUM,Who,WP,ROOT,VBZ,0,1,0,0,0
What was the name of '' The Muppets '' creator ?,HUM,What,WP,ROOT,VBD,0,0,1,0,0
What U.S. Air Force general led the first bombing raid over Tokyo ?,HUM,What,WP,nc,VBD,0,1,0,0,1
What U.S. vice-president said : '' Some newspapers dispose of their garbage by printing it '' ?,HUM,What,WP,nc,VBD,0,1,0,0,0
What's the supreme policy-making bureau of the Soviet Communist Party ?,HUM,What,WP,ROOT,VBZ,0,1,0,0,0
Who are the nomadic hunting and gathering tribe of the Kalahari Desert in Africa ?,HUM,Who,WP,ROOT,VBP,0,1,0,0,0
Who won a Pulitzer Prize for his novel The Caine Mutiny ?,HUM,Who,WP,ROOT,VBD,0,0,1,0,0
Who portrayed Sherlock Holmes in 14 films between 1939 and 1946 ?,HUM,Who,WP,ROOT,VBD,1,0,0,1,0
What is the name of the pop singer whose song became the theme song for a brand of catsup ?,HUM,What,WP,ROOT,VBZ,0,0,0,0,0
Who claimed to be the world's most perfectly-developed man ?,HUM,Who,WP,ROOT,VBD,0,0,0,0,0
What kind of people took part in Shays ' Rebellion in Massachusetts in 1787 ?,HUM,What,WDT,np,VBD,0,1,0,1,0
What American won the world Grand Prix driving championship in 1978 ?,HUM,What,WP,np,VBD,1,0,1,1,0
Name a female figure skater .,HUM,Name,VB,np,VB,0,0,0,0,0
Who portrayed Carl Bernstein in All the President's Men ?,HUM,Who,WP,ROOT,VBD,1,0,0,0,0
Who was Tiny Tim's father ?,HUM,Who,WP,ROOT,VBD,1,0,0,0,0
Who was Bonnie Blue Butler's father ?,HUM,Who,WP,ROOT,VBD,0,1,0,0,0
Who is the Antichrist ?,HUM,Who,WP,ROOT,VBZ,1,0,0,0,0
Who was the lawyer who represented Randy Steven Craft ?,HUM,Who,WP,ROOT,VBD,1,0,0,0,0
Which of the following celebrities was not born in Philadelphia ?,HUM,Which,WDT,prep,VBN,0,1,0,0,0
Who wrote the Farmer's Almanac ?,HUM,Who,WP,ROOT,VBD,0,0,0,0,0
Which team won the Super Bowl in 1968 ?,HUM,Which,WDT,np,VBD,0,0,1,1,0
CNN is owned by whom ?,HUM,CNN,NNP,auxpass,VBN,0,1,0,0,0
Who was the 15th century fire-and-brimstone monk who gained control of Florence but ended burnt at the stake ?,HUM,Who,WP,ROOT,VBD,0,1,0,1,0
Who was Quetzalcoatl ?,HUM,Who,WP,ROOT,VBD,0,1,0,0,0
What French leader sold Louisiana to the United States ?,HUM,What,WP,np,VBD,1,1,0,0,0
Who is the prime minister of Japan ?,HUM,Who,WP,ROOT,VBZ,0,1,0,0,0
What player squats an average of 3 times during a baseball doubleheader ?,HUM,What,WDT,np,VBZ,0,0,0,0,1
What's the most common name in nursery rhymes ?,HUM,What,WP,ROOT,VBZ,0,0,0,0,0
Name the Ranger who was always after Yogi Bear .,HUM,Name,VB,np,VB,1,0,0,0,0
Who is the president of the Spanish government ?,HUM,Who,WP,ROOT,VBZ,1,0,0,0,0
Who holds the career record for the most major league home runs ?,HUM,Who,WP,ROOT,VBZ,0,0,0,0,0
Which of the following actors worked in New York's Yiddish Theater ?,HUM,Which,WDT,prep,VBD,0,1,0,0,0
Who invented the stethoscope ?,HUM,Who,WP,ROOT,VBD,0,0,0,0,0
What comedian hit the TV screen in 1951 with the NBC afternoon show Time for Ernie ?,HUM,What,WP,np,VBD,0,1,1,1,0
What are Arnold Palmer's fans called ?,HUM,What,WP,auxpass,VBN,1,0,0,0,0
Who retired with 755 home runs to his credit ?,HUM,Who,WP,ROOT,VBD,0,0,0,0,1
Who developed potlatch ?,HUM,Who,WP,ROOT,VBD,0,0,0,0,0
Name the two actress daughters of John Mills .,HUM,Name,VB,np,VB,1,0,0,0,1
Who is the actress Bette Davis once said she wished she looked like ?,HUM,Who,WP,ccomp,VBD,1,0,0,0,0
Who portrayed The Cowardly Lion in The Wizard of Oz ?,HUM,Who,WP,ROOT,VBD,1,1,0,0,0
Who was the first king of England ?,HUM,Who,WP,ROOT,VBD,0,1,0,0,1
Who killed Kurt Cobain ?,HUM,Who,WP,ROOT,VBD,1,0,0,0,0
Who created the monster in Mary Shelley's novel Frankenstein ?,HUM,Who,WP,ROOT,VBD,1,0,0,0,0
What son of a 15-year-old Mexican girl and a half-Irish father became the world's most famous Greek ?,HUM,What,WDT,np,VBD,1,0,0,1,1
Who was the first man to return to space ?,HUM,Who,WP,ROOT,VBD,0,0,0,0,1
Who gave Abbie Hoffman his first dose of LSD ?,HUM,Who,WP,ROOT,VBD,1,1,0,0,1
What did the Seven Dwarfs do for a living ?,HUM,What,WP,aux,VBP,0,0,0,0,1
What 4-foot-9 actress in 1984 became the first performer to win an Oscar for playing a character of the opposite sex ?,HUM,What,WP,np,VBD,0,0,1,1,1
Who shot Billy the Kid ?,HUM,Who,WP,ROOT,VBD,1,0,0,0,0
What Mormon leader was said to have had 27 wives ?,HUM,What,WP,nc,VBN,1,0,0,0,1
With whom did Bush compare Saddam Hussein ?,HUM,With,IN,np,VB,1,0,0,0,0
What pillar of the Dutch Renaissance painted Aristotle Contemplating the Bust of Homer ?,HUM,What,WDT,np,VBD,0,1,0,0,0
What is the name of the brilliant British economist behind its creation ?,HUM,What,WP,ROOT,VBZ,1,0,0,0,0
Who played Sally Rogers on The Dick Van Dyke Show ?,HUM,Who,WP,ROOT,VBD,1,0,0,0,0
What mythical figure carries an hourglass and a scythe ?,HUM,What,WDT,np,VBZ,0,0,0,0,0
What presidential administration challenged Americans to explore The New Frontier ?,HUM,What,WDT,np,VBD,1,1,0,0,0
What famous British actor lost his voice after an operation in 1966 ?,HUM,What,WDT,np,VBD,1,0,0,1,0
What company makes impulse hardening equipment ?,HUM,What,WDT,np,VBZ,0,0,0,0,0
What is Rona Barrett's married name ?,HUM,What,WP,ROOT,VBZ,1,0,0,0,0
Who is the mathematician that won the Noble Prize for Literature in 1950 ?,HUM,Who,WP,ROOT,VBZ,0,0,1,1,0
Which glamorous actress is a close friend of Dick Tracy ?,HUM,Which,WDT,np,VBZ,1,0,0,0,0
Name the three races unleashed by the Celestials in Marvel comics .,HUM,Name,VB,np,VB,0,1,0,0,1
What writer-journalist made his mark describing colorful Broadway and underworld characters ?,HUM,What,WDT,np,VBD,0,0,0,0,0
What are the residents of the island of Lesbos called ?,HUM,What,WP,ROOT,VBP,1,0,0,0,0
What baseball great plugged Mr. Coffee ?,HUM,What,WDT,np,VBD,1,0,0,0,0
Who's baby was Sweet Pea on the Popeye cartoon ?,HUM,Who,WP,ccomp,VBD,1,0,0,0,0
What apostle is Taylor Caldwell's Great Lion of God ?,HUM,What,WDT,np,VBZ,1,1,0,0,0
What company sells the most greeting cards ?,HUM,What,WDT,np,VBZ,0,0,0,0,0
What's comic strip photographer Peter Parker's secret identity ?,HUM,What,WP,np,VBZ,1,0,0,0,0
Which Rockefeller was sometimes called '' JDR3 '' ?,HUM,Which,WDT,nc,VBN,0,1,0,0,0
Whom did Friz Freleng add to the Warner Bros. cartoon ranks ?,HUM,Whom,WP,aux,VB,1,1,0,0,0
Who was Shakespeare's Moorish general ?,HUM,Who,WP,ROOT,VBD,1,0,0,0,0
Who taught Matt Murdock to use his extraordinary abilities in Marvel comics ?,HUM,Who,WP,ROOT,VBD,1,0,0,0,0
What famous film and TV cowboy lent his name to a fast food chain ?,HUM,What,WDT,np,VBD,0,0,0,0,0
Who famously rode to warn the people of Massachusetts that the British were coming ?,HUM,Who,WP,advmod,VBD,1,1,0,0,0
Who commanded the French forces at the Battle of Orleans ?,HUM,Who,WP,ROOT,VBD,1,0,1,0,0
Who led the opposition when Konrad Adenauer was Chancellor in Germany ?,HUM,Who,WP,ROOT,VBD,0,1,0,0,0
Who turned all he touched to gold ?,HUM,Who,WP,ROOT,VBD,0,0,0,0,0
Who plays shortstop for Charlie Brown's baseball team ?,HUM,Who,WP,ROOT,VBZ,1,0,0,0,0
Who was the most famous food editor of The New York Times ?,HUM,Who,WP,ROOT,VBD,0,1,0,0,0
Who was the last U.S. president to reinstate Selective Service registration ?,HUM,Who,WP,ROOT,VBD,0,1,0,0,0
What was the name of the lawyer who represented Randy Steven Craft ?,HUM,What,WP,ROOT,VBD,1,0,0,0,0
What actress's autobiography is titled Shelley : Also Known as Shirley ?,HUM,What,WDT,np,VBN,1,1,0,0,0
Who lived on the shores of the Gitchee Gumee River ?,HUM,Who,WP,ROOT,VBD,0,1,0,0,0
Who is section manager for guidance and control systems at JPL ?,HUM,Who,WP,ROOT,VBZ,0,1,0,0,0
What is Goldfinger's first name ?,HUM,What,WP,ROOT,VBZ,1,0,0,0,1
Which of the following famous people does not paint as a hobby ?,HUM,Which,WDT,prep,VB,0,0,0,0,0
Who should I call to get a tour of the New York Stock Exchange ?,HUM,Who,WP,aux,VB,0,1,0,0,0
What was the name of the director of the movie '' Jaws '' ?,HUM,What,WP,ROOT,VBD,0,0,0,0,0
Who portrayed W.C. Fields in the film W.C. Fields and Me ?,HUM,Who,WP,ROOT,VBD,1,0,0,0,0
Which college did Dikembe Mutombo play basketball at ?,HUM,Which,WDT,np,VB,1,0,0,0,0
Who built the first successful stern wheel steamboat ?,HUM,Who,WP,ROOT,VBD,0,0,0,0,1
Who was Hitler's minister of propaganda ?,HUM,Who,WP,ROOT,VBD,1,0,0,0,0
Who was the first doctor to successfully transplant a liver ?,HUM,Who,WP,ROOT,VBD,0,0,0,0,1
Who was the lawyer for Randy Steven Craft ?,HUM,Who,WP,ROOT,VBD,1,0,0,0,0
Who is reputed to be the greatest maker of violins ?,HUM,Who,WP,auxpass,VBN,0,0,0,0,0
